,C_const
0.0,0.6931471805599452
0.010101010101010102,0.693111811132171
0.020202020202020204,0.6930056258808975
0.030303030303030304,0.6928284574244213
0.04040404040404041,0.6925801086828257
0.05050505050505051,0.692260390787053
0.06060606060606061,0.6918691553128452
0.07070707070707072,0.6914063244500926
0.08080808080808081,0.6908719208544196
0.09090909090909091,0.6902660961632631
0.10101010101010102,0.6895891599841861
0.11111111111111112,0.6888416077974643
0.12121212121212122,0.6880241478799604
0.13131313131313133,0.6871377279962294
0.14141414141414144,0.6861835585935109
0.15151515151515152,0.6851631369096407
0.16161616161616163,0.6840782652693075
0.17171717171717174,0.6829310705020281
0.18181818181818182,0.6817240169184794
0.19191919191919193,0.6804599176858089
0.20202020202020204,0.6791419425266244
0.21212121212121213,0.6777736209170092
0.22222222222222224,0.6763588411999976
0.23232323232323235,0.674901845396057
0.24242424242424243,0.673407219468553
0.25252525252525254,0.6718798789562147
0.26262626262626265,0.670325049913499
0.27272727272727276,0.6687482453327405
0.2828282828282829,0.6671552370581222
0.29292929292929293,0.6655520233457204
0.30303030303030304,0.6639447924024613
0.31313131313131315,0.6623398819465165
0.32323232323232326,0.6607437353816004
0.33333333333333337,0.6591628549501325
0.3434343434343435,0.6576037523454359
0.3535353535353536,0.6560728972815757
0.36363636363636365,0.6545766645941207
0.37373737373737376,0.6531212805289572
0.38383838383838387,0.6517127691442496
0.393939393939394,0.6503568986883427
0.4040404040404041,0.6490591293193632
0.4141414141414142,0.6478245628150453
0.42424242424242425,0.646657895007156
0.43434343434343436,0.6455633710717251
0.4444444444444445,0.6445447447588479
0.4545454545454546,0.6436052421788793
0.4646464646464647,0.64274753104184
0.4747474747474748,0.6419736946246201
0.48484848484848486,0.6412852117557671
0.494949494949495,0.6406829432232927
0.5050505050505051,0.640167124534985
0.5151515151515152,0.6397373651504172
0.5252525252525253,0.6393926543749471
0.5353535353535354,0.639131373846762
0.5454545454545455,0.6389513168251397
0.5555555555555556,0.6388497131292815
0.5656565656565657,0.6388232600239803
0.5757575757575758,0.6388681587669792
0.5858585858585859,0.6389801560458768
0.595959595959596,0.6391545898775506
0.6060606060606061,0.639386439327334
0.6161616161616162,0.6396703773862321
0.6262626262626263,0.6400008257261904
0.6363636363636365,0.6403720122282717
0.6464646464646465,0.6407780294500796
0.6565656565656566,0.641212893085266
0.6666666666666667,0.6416706002807234
0.6767676767676768,0.6421451869072633
0.686868686868687,0.642630783148208
0.696969696969697,0.6431216667792693
0.7070707070707072,0.6436123122198838
0.7171717171717172,0.6440974382813309
0.7272727272727273,0.6445720518594378
0.7373737373737375,0.6450314864150687
0.7474747474747475,0.6454714355195199
0.7575757575757577,0.6458879826346278
0.7676767676767677,0.6462776257267454
0.7777777777777778,0.6466372960896541
0.787878787878788,0.6469643709279972
0.797979797979798,0.6472566822611792
0.8080808080808082,0.6475125205259606
0.8181818181818182,0.6477306320824763
0.8282828282828284,0.6479102104725326
0.8383838383838385,0.6480508853293533
0.8484848484848485,0.6481527067545358
0.8585858585858587,0.6482161241534588
0.8686868686868687,0.6482419610342243
0.8787878787878789,0.6482313873425258
0.888888888888889,0.648185888928797
0.8989898989898991,0.6481072338082123
0.9090909090909092,0.6479974347154452
0.9191919191919192,0.6478587128936042
0.9292929292929294,0.647693461058599
0.9393939393939394,0.6475042040151335
0.9494949494949496,0.647293559414762
0.9595959595959597,0.6470641996326445
0.9696969696969697,0.646818814769039
0.9797979797979799,0.6465600765458482
0.98989898989899,0.6462906026343043
1.0,0.6460129254341997
1.0,0.6460129254341997
1.3987975951903808,0.6379316251289127
1.7975951903807617,0.6571261488425614
2.1963927855711423,0.6626715770090017
2.5951903807615233,0.639939492908509
2.993987975951904,0.6442659220875417
3.3927855711422845,0.6421095608744626
3.7915831663326656,0.632878634943511
4.190380761523047,0.6254642357134855
4.589178356713427,0.618384069487172
4.987975951903808,0.6148659376974722
5.386773547094188,0.6176981518979736
5.785571142284569,0.6257326847878817
6.18436873747495,0.6323249172405344
6.583166332665331,0.6278067115112242
6.981963927855712,0.60789268168687
7.380761523046092,0.5836410781911191
7.779559118236473,0.5790009862199417
8.178356713426854,0.6028280821000808
8.577154308617235,0.6246474967635244
8.975951903807616,0.6012919974825687
9.374749498997996,0.5350417859201101
9.773547094188377,0.49198940140354896
10.172344689378757,0.5180107336956068
10.571142284569138,0.5594602354526743
10.969939879759519,0.5372131772363041
11.3687374749499,0.4824130628254171
11.767535070140282,0.46255759255790685
12.166332665330662,0.4847653189898413
12.565130260521043,0.49342236792116956
12.963927855711423,0.47027634540202085
13.362725450901804,0.43415039426860125
13.761523046092185,0.4426209462440329
14.160320641282565,0.47246439233402227
14.559118236472946,0.4410296845490298
14.957915831663327,0.4165422712405099
15.356713426853707,0.4459721211560341
15.755511022044088,0.40649110661659127
16.15430861723447,0.38488261007740765
16.55310621242485,0.4175283817531492
16.95190380761523,0.37086041667152686
17.350701402805612,0.4103278940095916
17.749498997995993,0.43267624467176147
18.148296593186373,0.3122368856987618
18.547094188376754,0.3441703758740956
18.945891783567134,0.3235160885931897
19.344689378757515,0.3092771189854095
19.743486973947896,0.39612388202458293
20.142284569138276,0.29465223435333077
20.541082164328657,0.27676526870216234
20.939879759519037,0.2903101088954207
21.338677354709418,0.3001364083587662
21.7374749498998,0.33100834394663203
22.13627254509018,0.2585460141135516
22.535070140280563,0.26426912002494507
22.933867735470944,0.3128615047260021
23.332665330661325,0.34094105633122435
23.731462925851705,0.28464053984884796
24.130260521042086,0.22452299155361677
24.529058116232466,0.24265014448571676
24.927855711422847,0.2838656234088143
25.326653306613228,0.27904305062588247
25.725450901803608,0.24299066464924002
26.12424849699399,0.22404420741137598
26.52304609218437,0.21828873739599275
26.92184368737475,0.2110989778573681
27.32064128256513,0.2016244119834636
27.71943887775551,0.20942970597399413
28.118236472945892,0.2225417979317097
28.517034068136272,0.20685901257275974
28.915831663326653,0.17364629098983786
29.314629258517034,0.17989644204296384
29.713426853707414,0.19794612809030188
30.112224448897795,0.176449922728525
30.511022044088175,0.1732435194381089
30.90981963927856,0.17734310008803034
31.30861723446894,0.15204409761335735
31.70741482965932,0.16101847314234408
32.1062124248497,0.18834024973269237
32.50501002004008,0.14857527189497566
32.90380761523046,0.1390653600953553
33.30260521042084,0.12428919697020624
33.701402805611224,0.10854655127042878
34.100200400801604,0.17601982528633353
34.498997995991985,0.1570635114061416
34.897795591182366,0.0747850400494523
35.296593186372746,0.10263798877116581
35.69539078156313,0.09459537693147779
36.09418837675351,0.08296187014982204
36.49298597194389,0.11951471569333516
36.89178356713427,0.0740141296727832
37.29058116232465,0.09603663840576337
37.68937875751503,0.10711274832744566
38.08817635270541,0.050366913762100674
38.48697394789579,0.09214896384343585
38.88577154308617,0.09406561839702532
39.28456913827655,0.07538863305900989
39.68336673346693,0.08031405096488609
40.08216432865731,0.06079946407126935
40.480961923847694,0.09359528585712917
40.879759519038075,0.06920428820281177
41.278557114228455,0.04175530879294276
41.677354709418836,0.04324897356364532
42.07615230460922,0.0533472033598521
42.4749498997996,0.08308436628163118
42.87374749498998,0.05532488631306587
43.27254509018036,0.03588567705717649
43.671342685370746,0.03788936352911432
44.07014028056113,0.05205225607793351
44.46893787575151,0.06128819988373435
44.86773547094189,0.05723713076610304
45.26653306613227,0.05455608978908044
45.66533066132265,0.040317212267661384
46.06412825651303,0.04851522587827639
46.46292585170341,0.0616090018146398
46.86172344689379,0.046288360519598726
47.26052104208417,0.04170779381955092
47.65931863727455,0.052817484053997
48.05811623246493,0.04915289547922408
48.45691382765531,0.05082938212886412
48.855711422845694,0.045871601308022036
49.254509018036075,0.037301719602425565
49.653306613226455,0.0501069283457074
50.052104208416836,0.042307307008099815
50.450901803607216,0.027368820788275516
50.8496993987976,0.041458656131342364
51.24849699398798,0.05403646347211
51.64729458917836,0.04572971612307175
52.04609218436874,0.04218414127742198
52.44488977955912,0.021516332025241836
52.8436873747495,0.03402402321465248
53.24248496993988,0.07933037408903654
53.64128256513026,0.043820216554870894
54.04008016032064,0.044519070904368574
54.43887775551102,0.04850794340626707
54.8376753507014,0.029714137572593335
55.236472945891784,0.06812508614809198
55.635270541082164,0.048974090772217704
56.034068136272545,0.02500199313633167
56.432865731462925,0.049006785691006916
56.831663326653306,0.038702551057285706
57.23046092184369,0.04580537103922533
57.62925851703407,0.03459440794617297
58.02805611222445,0.01678380925452727
58.42685370741483,0.02766701208458322
58.82565130260521,0.024148949121194363
59.22444889779559,0.035114877612065776
59.62324649298597,0.03358775535081304
60.02204408817635,0.017760386902210712
60.42084168336673,0.027156576628507345
60.81963927855712,0.019141787538090815
61.2184368737475,0.013794267784490888
61.61723446893788,0.024616901036605965
62.01603206412826,0.02748314845314115
62.41482965931864,0.019942852328382554
62.81362725450902,0.02472822820180487
63.2124248496994,0.010356360158814804
63.61122244488978,0.009886966005869802
64.01002004008016,0.02352547804407834
64.40881763527054,0.011744306788890602
64.80761523046093,0.0044339246534581545
65.2064128256513,0.006531670623072472
65.60521042084169,0.007087193518061197
66.00400801603206,0.00754090931755802
66.40280561122245,0.011769756004432974
