,C_const_aberto
0.0,0.6931471805599445
0.010101010101010102,0.6929714385885909
0.020202020202020204,0.6927242661370594
0.030303030303030304,0.6924050052673026
0.04040404040404041,0.6920129924863858
0.05050505050505051,0.6915474895514803
0.06060606060606061,0.6910076671541774
0.07070707070707072,0.6903926792574259
0.08080808080808081,0.6897016147458432
0.09090909090909091,0.6889335547786413
0.10101010101010102,0.6880875963037784
0.11111111111111112,0.6871628374301285
0.12121212121212122,0.6861584015485519
0.13131313131313133,0.6850734533206407
0.14141414141414144,0.6839072143389606
0.15151515151515152,0.6826589720590894
0.16161616161616163,0.6813280962444443
0.17171717171717174,0.6799140541208794
0.18181818181818182,0.6784164172776334
0.19191919191919193,0.6768348775494353
0.20202020202020204,0.6751692606997007
0.21212121212121213,0.6734195299155862
0.22222222222222224,0.6715858016692959
0.23232323232323235,0.6696683579506527
0.24242424242424243,0.6676676480396778
0.25252525252525254,0.6655843002333559
0.26262626262626265,0.6634191309923313
0.27272727272727276,0.6611731508929795
0.2828282828282829,0.6588475706914574
0.29292929292929293,0.6564438058063065
0.30303030303030304,0.6539634819920239
0.31313131313131315,0.6514084388316324
0.32323232323232326,0.6487807324688688
0.33333333333333337,0.6460826367453452
0.3434343434343435,0.6433166428934188
0.3535353535353536,0.6404854623832034
0.36363636363636365,0.6375920250891942
0.37373737373737376,0.6346394774362784
0.38383838383838387,0.6316311804438108
0.393939393939394,0.6285707065292158
0.4040404040404041,0.6254618339707697
0.4141414141414142,0.6223085419106933
0.42424242424242425,0.6191150039131845
0.43434343434343436,0.6158855795592081
0.4444444444444445,0.6126248071174549
0.4545454545454546,0.609337394688094
0.4646464646464647,0.606028209630298
0.4747474747474748,0.602702267911901
0.48484848484848486,0.599364727733761
0.494949494949495,0.5960208721997002
0.5050505050505051,0.5926760961969644
0.5151515151515152,0.5893358932080551
0.5252525252525253,0.5860058412640474
0.5353535353535354,0.582691590226232
0.5454545454545455,0.5793988419128131
0.5555555555555556,0.5761333343312579
0.5656565656565657,0.5729008244409033
0.5757575757575758,0.5697070721431654
0.5858585858585859,0.566557824705766
0.595959595959596,0.5634587934903578
0.6060606060606061,0.5604156368185015
0.6161616161616162,0.5574339408405422
0.6262626262626263,0.5545192106589408
0.6363636363636365,0.5516768493548144
0.6464646464646465,0.5489121299014774
0.6565656565656566,0.5462301813665755
0.6666666666666667,0.5436359701978439
0.6767676767676768,0.5411342789895899
0.686868686868687,0.538729690541119
0.696969696969697,0.5364265705147158
0.7070707070707072,0.5342290493526468
0.7171717171717172,0.5321410083066294
0.7272727272727273,0.5301660831930828
0.7373737373737375,0.5283076277910034
0.7474747474747475,0.5265687042218181
0.7575757575757577,0.5249520731578674
