g0,eta,w,kappa,gamma,gamma_phi,coupling,phi
1,1,-0.006666666666666667,0.1,0,0.01,linear,1
1,1,-0.0065993265993266,0.1,0,0.01,linear,1
1,1,-0.006531986531986532,0.1,0,0.01,linear,1
1,1,-0.006464646464646465,0.1,0,0.01,linear,1
1,1,-0.006397306397306398,0.1,0,0.01,linear,1
1,1,-0.0063299663299663305,0.1,0,0.01,linear,1
1,1,-0.006262626262626263,0.1,0,0.01,linear,1
1,1,-0.006195286195286196,0.1,0,0.01,linear,1
1,1,-0.006127946127946128,0.1,0,0.01,linear,1
1,1,-0.006060606060606061,0.1,0,0.01,linear,1
1,1,-0.005993265993265993,0.1,0,0.01,linear,1
1,1,-0.0059259259259259265,0.1,0,0.01,linear,1
1,1,-0.005858585858585859,0.1,0,0.01,linear,1
1,1,-0.0057912457912457915,0.1,0,0.01,linear,1
1,1,-0.005723905723905724,0.1,0,0.01,linear,1
1,1,-0.0056565656565656566,0.1,0,0.01,linear,1
1,1,-0.00558922558922559,0.1,0,0.01,linear,1
1,1,-0.0055218855218855225,0.1,0,0.01,linear,1
1,1,-0.005454545454545455,0.1,0,0.01,linear,1
1,1,-0.0053872053872053875,0.1,0,0.01,linear,1
1,1,-0.00531986531986532,0.1,0,0.01,linear,1
1,1,-0.0052525252525252525,0.1,0,0.01,linear,1
1,1,-0.005185185185185185,0.1,0,0.01,linear,1
1,1,-0.005117845117845118,0.1,0,0.01,linear,1
1,1,-0.005050505050505051,0.1,0,0.01,linear,1
1,1,-0.0049831649831649834,0.1,0,0.01,linear,1
1,1,-0.004915824915824916,0.1,0,0.01,linear,1
1,1,-0.0048484848484848485,0.1,0,0.01,linear,1
1,1,-0.004781144781144782,0.1,0,0.01,linear,1
1,1,-0.0047138047138047135,0.1,0,0.01,linear,1
1,1,-0.004646464646464647,0.1,0,0.01,linear,1
1,1,-0.004579124579124579,0.1,0,0.01,linear,1
1,1,-0.004511784511784512,0.1,0,0.01,linear,1
1,1,-0.0044444444444444444,0.1,0,0.01,linear,1
