,W_const_aberto
0.0,0.30574839979741475
0.010101010101010102,0.30217018338584634
0.020202020202020204,0.2979718349894127
0.030303030303030304,0.29323598259874106
0.04040404040404041,0.2880574248895582
0.05050505050505051,0.2823603515280456
0.06060606060606061,0.27616965061371934
0.07070707070707072,0.26951272484726574
0.08080808080808081,0.26241751157551485
0.09090909090909091,0.25490430261261277
0.10101010101010102,0.24699876248858166
0.11111111111111112,0.23899635689842702
0.12121212121212122,0.23113552744638743
0.13131313131313133,0.22303368880438623
0.14141414141414144,0.2147107005427934
0.15151515151515152,0.20626989615122304
0.16161616161616163,0.1976719986745583
0.17171717171717174,0.18889731924725306
0.18181818181818182,0.18006614385058894
0.19191919191919193,0.17158658359213041
0.20202020202020204,0.16301546652445076
0.21212121212121213,0.1543872632959331
0.22222222222222224,0.14637969782002258
0.23232323232323235,0.1391466264084551
0.24242424242424243,0.13253351043795258
0.25252525252525254,0.1259781375445962
0.26262626262626265,0.1197260806563738
0.27272727272727276,0.11369643202496893
0.2828282828282829,0.10765805537871476
0.29292929292929293,0.10305423435639027
0.30303030303030304,0.09968370578171593
0.31313131313131315,0.09663714825928227
0.32323232323232326,0.09434324840061181
0.33333333333333337,0.09286025422492306
0.3434343434343435,0.09189610818043836
0.3535353535353536,0.09229888650951135
0.36363636363636365,0.09445971706961998
0.37373737373737376,0.09791595728203273
0.38383838383838387,0.10181632175323063
0.393939393939394,0.10584428405044921
0.4040404040404041,0.10982421296847567
0.4141414141414142,0.11369002423983543
0.42424242424242425,0.11731476753161241
0.43434343434343436,0.1206589801089688
0.4444444444444445,0.12409134311625247
0.4545454545454546,0.12738397374572452
0.4646464646464647,0.13057461768304102
0.4747474747474748,0.13378995713815467
0.48484848484848486,0.1368842397995833
0.494949494949495,0.139865917965462
0.5050505050505051,0.1426170699193564
0.5151515151515152,0.14507532708125348
0.5252525252525253,0.14723677362932075
0.5353535353535354,0.14903206245663547
0.5454545454545455,0.1504584081384419
0.5555555555555556,0.15151383872826973
0.5656565656565657,0.15223984584550854
0.5757575757575758,0.15260074735220353
0.5858585858585859,0.15260651326940256
0.595959595959596,0.15226841246158895
0.6060606060606061,0.1516966485234028
0.6161616161616162,0.15088792141797014
0.6262626262626263,0.14977123121370162
0.6363636363636365,0.14851847154918651
0.6464646464646465,0.1472974399757997
0.6565656565656566,0.14595748260092356
0.6666666666666667,0.1444640552189692
0.6767676767676768,0.14282630926506013
0.686868686868687,0.1410199572812607
0.696969696969697,0.13904742248516988
0.7070707070707072,0.13691288533050194
0.7171717171717172,0.1346700167458268
0.7272727272727273,0.1323599418703909
0.7373737373737375,0.1298687318056504
0.7474747474747475,0.1271982561709466
0.7575757575757577,0.12437282145318196
0.7676767676767677,0.12138046273383019
0.7777777777777778,0.1184662683794383
0.787878787878788,0.1154853435593648
0.797979797979798,0.11240799104091836
0.8080808080808082,0.10928327394014192
0.8181818181818182,0.10614474473578717
0.8282828282828284,0.10305585766356395
0.8383838383838385,0.10027084785593665
0.8484848484848485,0.09742621084396719
0.8585858585858587,0.09446241863764693
0.8686868686868687,0.09147366339288154
0.8787878787878789,0.08861765403804456
0.888888888888889,0.0858051957385908
0.8989898989898991,0.08299164963226513
0.9090909090909092,0.08014178528599336
0.9191919191919192,0.07743808104035244
0.9292929292929294,0.07534789008005438
0.9393939393939394,0.07328801145717345
0.9494949494949496,0.07124522127264454
0.9595959595959597,0.0693202311123634
0.9696969696969697,0.0674506904960126
0.9797979797979799,0.06556652641262806
0.98989898989899,0.0639560640002812
1.0,0.06306526199780693
1.0,0.06306526199780693
1.020100502512563,0.06107783629769159
1.0402010050251256,0.06011351026394007
1.0603015075376885,0.06043983740097292
1.0804020100502512,0.062370877709024164
1.100502512562814,0.06466216788468859
1.120603015075377,0.06651606645942831
1.1407035175879396,0.06799616597066827
1.1608040201005025,0.07013022143375824
1.1809045226130652,0.07204129936469361
1.2010050251256281,0.07347112880989659
1.221105527638191,0.07461295734269902
1.2412060301507537,0.07524627270185147
1.2613065326633166,0.07594910443082714
1.2814070351758793,0.07637291526595402
1.3015075376884422,0.0765116238591872
1.321608040201005,0.07629711049398535
1.3417085427135678,0.0755818250856779
1.3618090452261307,0.074925792889032
1.3819095477386933,0.07394480246982216
1.4020100502512562,0.07281742114430467
1.4221105527638191,0.07154783962574218
1.442211055276382,0.0700268017355109
1.4623115577889447,0.06848818569439019
1.4824120603015074,0.06706190212032626
1.5025125628140703,0.06549169265304156
1.5226130653266332,0.06368586338333104
1.542713567839196,0.06178907105208831
1.5628140703517588,0.05992462139654342
1.5829145728643215,0.05823660433049105
1.6030150753768844,0.0565317145419888
1.6231155778894473,0.05478639014712816
1.6432160804020102,0.052896310031524285
1.6633165829145728,0.05098720382429067
1.6834170854271355,0.04939495671532779
1.7035175879396984,0.047999633812189524
1.7236180904522613,0.046933766105605956
1.7437185929648242,0.046169695057670435
1.763819095477387,0.04569302000702824
1.7839195979899498,0.04560261067519911
1.8040201005025125,0.046082293959766485
1.8241206030150754,0.04679309568085732
1.8442211055276383,0.047794242783124274
1.864321608040201,0.048916287539453984
1.8844221105527639,0.05019993443635551
1.9045226130653266,0.0516478438196426
1.9246231155778895,0.05316833126948817
1.9447236180904524,0.05480723846678459
1.964824120603015,0.0563178656533736
1.984924623115578,0.057896968241585745
2.0050251256281406,0.05949808002137602
2.0251256281407035,0.06095400768684578
2.0452261306532664,0.062481714581933745
2.065326633165829,0.0637769742659583
2.085427135678392,0.06517800192161816
2.1055276381909547,0.06652836080864177
2.1256281407035176,0.06757511825223361
2.1457286432160805,0.06865833303581703
2.165829145728643,0.06957005725190946
2.1859296482412063,0.07051280691183137
2.2060301507537687,0.07131668260123669
2.2261306532663316,0.07182209019605312
2.2462311557788945,0.07240438518879633
2.266331658291457,0.07304909933405956
2.2864321608040203,0.07335271040495939
2.306532663316583,0.07370140546793602
2.3266331658291457,0.07403436216237824
2.3467336683417086,0.07421157715350069
2.366834170854271,0.07442336659893156
2.3869346733668344,0.07477774242311064
2.407035175879397,0.07478018097529349
2.4271356783919598,0.07471497274462169
2.4472361809045227,0.07498972822967875
2.467336683417085,0.07512882976707769
