,W_const
0.0,0.1042145423259101
0.010101010101010102,0.10416607508809417
0.020202020202020204,0.10402107761699475
0.030303030303030304,0.10378025860145412
0.04040404040404041,0.10344368612045163
0.05050505050505051,0.10301119679147963
0.06060606060606061,0.10248296535838997
0.07070707070707072,0.1018660514520352
0.08080808080808081,0.10116391798782787
0.09090909090909091,0.10036903370163419
0.10101010101010102,0.09948492410852572
0.11111111111111112,0.09851034873713871
0.12121212121212122,0.09747193940213372
0.13131313131313133,0.09636570889853946
0.14141414141414144,0.09520418121628871
0.15151515151515152,0.09399941806907985
0.16161616161616163,0.0927488753075223
0.17171717171717174,0.091483206442731
0.18181818181818182,0.09018105200554716
0.19191919191919193,0.08884154834165192
0.20202020202020204,0.08745085441037759
0.21212121212121213,0.08602369058921211
0.22222222222222224,0.084600401483923
0.23232323232323235,0.08313800385933101
0.24242424242424243,0.0816576116576272
0.25252525252525254,0.08017314236222728
0.26262626262626265,0.07872686016970054
0.27272727272727276,0.0773820959211734
0.2828282828282829,0.07607730213733865
0.29292929292929293,0.07475458606646579
0.30303030303030304,0.07347953757499248
0.31313131313131315,0.07223657611172174
0.32323232323232326,0.07104719300143725
0.33333333333333337,0.07002551568683502
0.3434343434343435,0.0690866710007888
0.3535353535353536,0.06816461357369086
0.36363636363636365,0.06725908966103056
0.37373737373737376,0.0664239795035525
0.38383838383838387,0.06579605161935964
0.393939393939394,0.06526292041821014
0.4040404040404041,0.06472778511031574
0.4141414141414142,0.06421602128832726
0.42424242424242425,0.06377996541039432
0.43434343434343436,0.0635360762541528
0.4444444444444445,0.06336785118560417
0.4545454545454546,0.06317804947156891
0.4646464646464647,0.06298454357751371
0.4747474747474748,0.06281222385776253
0.48484848484848486,0.06271160973750312
0.494949494949495,0.06282247944658559
0.5050505050505051,0.06291641932217784
0.5151515151515152,0.0629892324844431
0.5252525252525253,0.06302511786557041
0.5353535353535354,0.06304019308515796
0.5454545454545455,0.06304682244956239
0.5555555555555556,0.0630782898941652
0.5656565656565657,0.06330660171554914
0.5757575757575758,0.06350655481761314
0.5858585858585859,0.06365868813543374
0.595959595959596,0.06377609502689541
0.6060606060606061,0.06385240962009286
0.6161616161616162,0.06387912987772348
0.6262626262626263,0.06388963624426691
0.6363636363636365,0.06413240446546731
0.6464646464646465,0.064640633895794
0.6565656565656566,0.06563394777652931
0.6666666666666667,0.06690269472993204
0.6767676767676768,0.06830700934611278
0.686868686868687,0.06998869309867028
0.696969696969697,0.07189181171180203
0.7070707070707072,0.07386090629789743
0.7171717171717172,0.07594403697754404
0.7272727272727273,0.07805472125599178
0.7373737373737375,0.08023576257254683
0.7474747474747475,0.08255056746813749
0.7575757575757577,0.08503563188467655
0.7676767676767677,0.08759754681629406
0.7777777777777778,0.09040470929949174
0.787878787878788,0.09330447831795352
0.797979797979798,0.09619448915454132
0.8080808080808082,0.09908695210820195
0.8181818181818182,0.10195131148082637
0.8282828282828284,0.10475794388622184
0.8383838383838385,0.1075545753403071
0.8484848484848485,0.11025555567713519
0.8585858585858587,0.11294345067385558
0.8686868686868687,0.11557593766987106
0.8787878787878789,0.11826144124828031
0.888888888888889,0.12091163498747126
0.8989898989898991,0.12368004848221292
0.9090909090909092,0.12650615625880635
0.9191919191919192,0.12923374709108615
0.9292929292929294,0.13190375506383845
0.9393939393939394,0.13449014704318274
0.9494949494949496,0.13697517990300823
0.9595959595959597,0.1393337247185058
0.9696969696969697,0.14157290152501623
0.9797979797979799,0.14369190021229927
0.98989898989899,0.14570492645111244
1.0,0.14760457102085522
1.0,0.14760457102085522
1.07035175879397,0.15833957695230438
1.1407035175879396,0.16518312047412453
1.2110552763819096,0.16701775244843964
1.2814070351758793,0.1639162508202464
1.3517587939698492,0.1587670710441924
1.4221105527638191,0.15045974845269294
1.492462311557789,0.1409054877993673
1.5628140703517588,0.13150191423440427
1.6331658291457285,0.12305834085573741
1.7035175879396984,0.1160440223432766
1.7738693467336684,0.1103608196601863
1.8442211055276383,0.10564198529021407
1.914572864321608,0.10079558066974414
1.984924623115578,0.0954503533090777
2.0552763819095476,0.08998977835709121
2.1256281407035176,0.08442795778362133
2.1959798994974875,0.07898492896428366
2.266331658291457,0.07315281916427552
2.3366834170854274,0.06803742703399518
2.407035175879397,0.06382010896512458
2.477386934673367,0.06424471811178767
2.5477386934673367,0.06804940374381963
2.618090452261306,0.07400793988904841
2.6884422110552766,0.08089898474424129
2.758793969849246,0.08848276453403059
2.829145728643216,0.09542173194289105
2.899497487437186,0.10153485733388623
2.969849246231156,0.10706839781064503
3.040201005025126,0.1122407167281193
3.1105527638190953,0.11697159671954582
3.180904522613065,0.12108651082468314
3.251256281407035,0.12410849041813576
3.321608040201005,0.1254091003810952
3.391959798994975,0.12371392124057912
3.4623115577889445,0.11862171983472913
3.5326633165829144,0.1092197704722011
3.6030150753768844,0.09561688304591742
3.6733668341708543,0.07773798339474991
3.7437185929648242,0.05665009403768362
3.8140703517587937,0.034540727141644245
3.8844221105527637,0.017677247234844207
3.9547738693467336,0.024148371290413473
4.025125628140703,0.03469144955671277
4.0954773869346734,0.06166485666633992
4.165829145728644,0.0966193190645519
4.236180904522612,0.1332560052338878
4.306532663316583,0.16821086671251806
4.376884422110553,0.19864116641405705
4.447236180904523,0.22212425141499215
4.517587939698492,0.2372461260496328
4.5879396984924625,0.2428856082628842
4.658291457286432,0.23892034589411126
4.7286432160804015,0.2256030534782869
4.798994974874372,0.20406044449620142
4.869346733668342,0.17648058021802593
4.939698492462312,0.14582833122685968
5.010050251256281,0.11450066103576384
5.080402010050252,0.0816453414366547
5.150753768844221,0.04869341974905583
5.221105527638191,0.029001638251876183
5.291457286432161,0.030224089847509794
5.36180904522613,0.04574889191869824
5.432160804020101,0.0586351288588588
5.50251256281407,0.06704474725376597
5.57286432160804,0.06989770624319214
5.64321608040201,0.06737218542290324
5.71356783919598,0.060297757734689705
5.78391959798995,0.0502369735697783
5.8542713567839195,0.039836901026435334
5.924623115577889,0.032405488880801636
5.994974874371859,0.029744208845030595
6.065326633165829,0.029757902037289896
6.135678391959799,0.029571762107552524
6.206030150753769,0.02701500190159889
6.276381909547738,0.02138645818726337
6.346733668341709,0.014275013888331078
6.417085427135678,0.011168001149830298
6.4874371859296485,0.0158657847256235
6.557788944723618,0.026544137302941362
6.628140703517587,0.04065572400766493
6.698492462311558,0.05613466440032078
6.768844221105527,0.07056119452925069
6.839195979899498,0.08192076647675428
6.909547738693467,0.08883327021408349
6.9798994974874375,0.09019568231896957
7.050251256281407,0.08577372961060847
7.1206030150753765,0.07566544407798959
7.190954773869347,0.060144102643899244
7.261306532663316,0.04078937075647826
7.331658291457287,0.026176703123728218
7.402010050251256,0.03762883802826189
7.472361809045226,0.06591606356630875
7.542713567839196,0.10131459592708769
7.613065326633166,0.13909943284315895
7.683417085427136,0.17612414629170914
7.7537688442211055,0.21013572633909283
7.824120603015075,0.24009429502753454
7.894472361809045,0.26315725577019644
7.964824120603015,0.27781882109733746
8.035175879396984,0.2832376523388377
8.105527638190955,0.27927421921432705
8.175879396984925,0.2659650671397964
8.246231155778894,0.2451582319280441
8.316582914572864,0.21731335747774805
8.386934673366834,0.1845477390574637
8.457286432160803,0.15079834558682081
8.527638190954773,0.11827824671489495
8.597989949748744,0.09367423211958237
8.668341708542712,0.09073531594681372
8.738693467336685,0.09642739297335234
8.809045226130653,0.10538288689404796
8.879396984924623,0.11561829020238046
8.949748743718594,0.12469547847724893
9.020100502512562,0.13011928154976793
9.090452261306533,0.1310909113908889
9.160804020100503,0.12707342835361457
9.231155778894472,0.11819155294155459
9.301507537688442,0.1059033068472992
9.371859296482413,0.09308949066929328
9.442211055276381,0.08151059883066825
9.512562814070352,0.07337746683636182
9.582914572864322,0.07200009353278647
9.65326633165829,0.0763393056273085
9.72361809045226,0.07960643913687615
9.793969849246231,0.07841486090780558
9.864321608040202,0.07153691359891223
9.93467336683417,0.058861420764359296
10.00502512562814,0.0420867561574535
10.075376884422111,0.028158392231655727
10.14572864321608,0.02675920399684073
10.21608040201005,0.04490943507077372
10.28643216080402,0.06922605629175183
10.35678391959799,0.09078960469236641
10.42713567839196,0.10740123990596961
10.49748743718593,0.11850019175138737
10.5678391959799,0.12359512014301433
10.638190954773869,0.12337743360910192
10.708542713567839,0.11951212315732884
10.77889447236181,0.11597036143664818
10.849246231155778,0.11633391805083992
10.919597989949748,0.11973007308916295
10.989949748743719,0.12839287640399077
11.06030150753769,0.13975972631376377
11.130653266331658,0.14848887613200346
11.201005025125628,0.15241855592509346
11.271356783919598,0.15073366070252792
11.341708542713567,0.1429369307468462
11.412060301507537,0.13267408123013147
11.482412060301508,0.12706305205682744
11.552763819095476,0.12267301811654818
11.623115577889447,0.11917211837136432
11.693467336683417,0.11761807343145803
11.763819095477388,0.11852294930683505
11.834170854271356,0.11855392062350956
11.904522613065327,0.11663907318226541
11.974874371859297,0.11489515869033917
12.045226130653266,0.11572587787496702
12.115577889447236,0.11724704518582496
12.185929648241206,0.12177496679045618
12.256281407035175,0.13178243623613795
12.326633165829145,0.1463715090693064
12.396984924623116,0.16250722036326726
12.467336683417086,0.17744431190959176
12.537688442211055,0.1889414643931716
12.608040201005025,0.19544032108734333
12.678391959798995,0.19602996528630412
12.748743718592964,0.19051373741804145
12.819095477386934,0.17931245504507565
12.889447236180905,0.16389199719002967
12.959798994974875,0.1457314320378882
13.030150753768844,0.12867434365825037
13.100502512562814,0.11626922948034701
13.170854271356784,0.11146920627184564
13.241206030150753,0.11260032260241437
13.311557788944723,0.12184382828412221
13.381909547738694,0.1395479197745768
13.452261306532662,0.1587938582935774
13.522613065326633,0.17691523653736907
13.592964824120603,0.19216159137281597
13.663316582914574,0.2037773690979532
13.733668341708542,0.2097290906735617
13.804020100502512,0.20859721957114796
13.874371859296483,0.2013081381190922
13.944723618090451,0.19003408140201072
14.015075376884422,0.17714180958097003
14.085427135678392,0.16767408715674093
14.15577889447236,0.15690088156656656
14.226130653266331,0.14064436491864596
14.296482412060302,0.12015827892429798
14.366834170854272,0.0980544446431052
14.43718592964824,0.08809425180672448
14.507537688442211,0.08421048504683193
14.577889447236181,0.08507110763492276
14.64824120603015,0.08907327314451952
14.71859296482412,0.09049942878477701
14.78894472361809,0.08773393849747124
14.859296482412061,0.07962787010025663
14.92964824120603,0.06603637315451283
15.0,0.047808256898546064
