,E_const_aberto
0.0,0.9933482000085666
0.010101010101010102,0.9915678973699051
0.020202020202020204,0.9894907010397279
0.030303030303030304,0.9871178215852593
0.04040404040404041,0.9844516067687529
0.05050505050505051,0.9814946787579104
0.06060606060606061,0.9782500694640617
0.07070707070707072,0.9747210940972442
0.08080808080808081,0.9709114248032038
0.09090909090909091,0.9668252108540947
0.10101010101010102,0.9624669384011381
0.11111111111111112,0.9578414977153081
0.12121212121212122,0.9529542101129655
0.13131313131313133,0.9478108380131377
0.14141414141414144,0.9424175988278173
0.15151515151515152,0.936781210866153
0.16161616161616163,0.9309088798779885
0.17171717171717174,0.9248083564875378
0.18181818181818182,0.918487937986574
0.19191919191919193,0.9119564984048066
0.20202020202020204,0.9052235100942688
0.21212121212121213,0.898299074316636
0.22222222222222224,0.891193941020284
0.23232323232323235,0.8839195282185359
0.24242424242424243,0.8764879509060194
0.25252525252525254,0.8689120385454002
0.26262626262626265,0.8612053495626861
0.27272727272727276,0.8533821951755997
0.2828282828282829,0.8454576289905448
0.29292929292929293,0.8374474809878996
0.30303030303030304,0.8293683055907877
0.31313131313131315,0.821237417404208
0.32323232323232326,0.8130728635556672
0.33333333333333337,0.8048933772947122
0.3434343434343435,0.7967183467054557
0.3535353535353536,0.7885677601877985
0.36363636363636365,0.7804621356727809
0.37373737373737376,0.7724224552763587
0.38383838383838387,0.7644700419530058
0.393939393939394,0.7566264578056399
0.4040404040404041,0.7489133763049681
0.4141414141414142,0.7413524457445612
0.42424242424242425,0.7339651232264182
0.43434343434343436,0.7267724965631667
0.4444444444444445,0.7197950969155913
0.4545454545454546,0.713052764255868
0.4646464646464647,0.7065644128385715
0.4747474747474748,0.7003478539265331
0.48484848484848486,0.6944196179872851
0.494949494949495,0.6887947953877784
0.5050505050505051,0.6834868906403508
0.5151515151515152,0.6785076818472241
0.5252525252525253,0.6738671026569344
0.5353535353535354,0.6695731775308367
0.5454545454545455,0.6656319873172339
0.5555555555555556,0.6620476307599539
0.5656565656565657,0.6588222125930341
0.5757575757575758,0.6559559013773185
0.5858585858585859,0.6534470049138085
0.595959595959596,0.6512920504378936
0.6060606060606061,0.6494859000409966
0.6161616161616162,0.6480218657810192
0.6262626262626263,0.6468918572421039
0.6363636363636365,0.646086535708281
0.6464646464646465,0.6455954556642427
0.6565656565656566,0.6454071696735781
0.6666666666666667,0.6455094220791446
0.6767676767676768,0.6458892919946398
0.686868686868687,0.6465333226034707
0.696969696969697,0.6474276439496528
0.7070707070707072,0.6485580850072615
0.7171717171717172,0.64991030524171
0.7272727272727273,0.6514698749649865
0.7373737373737375,0.6532223710944238
0.7474747474747475,0.6551534009025972
0.7575757575757577,0.6572487375324177
0.7676767676767677,0.6594943661871872
0.7777777777777778,0.6618765382357835
0.787878787878788,0.6643817896797751
0.797979797979798,0.6669969976134767
0.8080808080808082,0.6697094358491259
0.8181818181818182,0.6725067845456117
0.8282828282828284,0.6753771548766859
0.8383838383838385,0.6783090949687012
0.8484848484848485,0.6812916490079916
0.8585858585858587,0.684314346496354
0.8686868686868687,0.6873672198940578
0.8787878787878789,0.6904407513901459
0.888888888888889,0.6935259436987536
0.8989898989898991,0.6966143171126735
0.9090909090909092,0.6996979005634529
0.9191919191919192,0.7027692351500938
0.9292929292929294,0.705821372619551
0.9393939393939394,0.7088478757971385
0.9494949494949496,0.7118428184109113
0.9595959595959597,0.714800755133039
0.9696969696969697,0.7177166701451101
0.9797979797979799,0.7205860430917158
0.98989898989899,0.7234048217698477
1.0,0.7261694003397217
1.0,0.7261694003397217
1.1979949874686717,0.7672975858270603
1.3959899749373434,0.7885346940234306
1.593984962406015,0.8013083019000653
