,E_const
0.0,0.9933481972464562
0.010101010101010102,0.9931969088353133
0.020202020202020204,0.9927431881819981
0.030303030303030304,0.9919875182248926
0.04040404040404041,0.9909306529486204
0.05050505050505051,0.9895736957945483
0.06060606060606061,0.9879180276474598
0.07070707070707072,0.985965417508814
0.08080808080808081,0.9837178972215536
0.09090909090909091,0.9811778932380886
0.10101010101010102,0.978348139919986
0.11111111111111112,0.9752317623412348
0.12121212121212122,0.971832265601823
0.13131313131313133,0.9681535061055071
0.14141414141414144,0.9641997979837406
0.15151515151515152,0.9599758520146319
0.16161616161616163,0.9554868015269065
0.17171717171717174,0.9507382788145616
0.18181818181818182,0.945736361737654
0.19191919191919193,0.9404876772922319
0.20202020202020204,0.9349993543717536
0.21212121212121213,0.929279098876363
0.22222222222222224,0.9233351835310815
0.23232323232323235,0.9171765126025209
0.24242424242424243,0.910812633436238
0.25252525252525254,0.9042537632681236
0.26262626262626265,0.8975108202212974
0.27272727272727276,0.8905954743278953
0.2828282828282829,0.8835201629193685
0.29292929292929293,0.8762981182006212
0.30303030303030304,0.868943416039305
0.31313131313131315,0.8614709777167314
0.32323232323232326,0.8538966101260708
0.33333333333333337,0.8462370590118632
0.3434343434343435,0.8385099648739992
0.3535353535353536,0.8307339116032041
0.36363636363636365,0.8229284606254739
0.37373737373737376,0.815114070525277
0.38383838383838387,0.8073121709542922
0.393939393939394,0.7995450980378438
0.4040404040404041,0.7918360210797103
0.4141414141414142,0.7842089675910657
0.42424242424242425,0.7766887019385662
0.43434343434343436,0.7693006472435187
0.4444444444444445,0.7620707720192648
0.4545454545454546,0.7550254682682513
0.4646464646464647,0.748191393908257
0.4747474747474748,0.7415952959854698
0.48484848484848486,0.7352637857111277
0.494949494949495,0.7292231705775383
0.5050505050505051,0.7234991465951731
0.5151515151515152,0.7181165706601955
0.5252525252525253,0.7130991942761999
0.5353535353535354,0.7084693654329555
0.5454545454545455,0.7042477469210584
0.5555555555555556,0.700453045926991
0.5656565656565657,0.6971017544764678
0.5757575757575758,0.6942078769854367
0.5858585858585859,0.6917827487007832
0.595959595959596,0.6898348648507632
0.6060606060606061,0.6883697261334693
0.6161616161616162,0.6873897387409418
0.6262626262626263,0.6868942454924687
0.6363636363636365,0.6868794626315153
0.6464646464646465,0.6873386294980373
0.6565656565656566,0.6882620981103306
0.6666666666666667,0.6896375002205728
0.6767676767676768,0.691449971755715
0.686868686868687,0.6936823924016936
0.696969696969697,0.6963156677253165
0.7070707070707072,0.6993289864199972
0.7171717171717172,0.7027001420912968
0.7272727272727273,0.7064057980089619
0.7373737373737375,0.7104218458846004
0.7474747474747475,0.7147235685577241
0.7575757575757577,0.719286031655622
0.7676767676767677,0.7240841998239912
0.7777777777777778,0.7290932446857026
0.787878787878788,0.7342886761773262
0.797979797979798,0.7396465664718805
0.8080808080808082,0.745143639804945
0.8181818181818182,0.7507573886455221
0.8282828282828284,0.756466236767474
0.8383838383838385,0.7622495267970082
0.8484848484848485,0.7680876324889301
0.8585858585858587,0.7739619604234542
0.8686868686868687,0.7798549998620632
0.8787878787878789,0.7857503235641055
0.888888888888889,0.7916325803165222
0.8989898989898991,0.7974874958319305
0.9090909090909092,0.8033018426121371
0.9191919191919192,0.8090634105984188
0.9292929292929294,0.8147610284689427
0.9393939393939394,0.8203844459164382
0.9494949494949496,0.8259243849299974
0.9595959595959597,0.831372451134216
0.9696969696969697,0.8367210876156929
0.9797979797979799,0.8419636153903086
0.98989898989899,0.8470940654200668
1.0,0.8521072742635081
1.0,0.8521072742635081
1.1979949874686717,0.9239664278837557
1.3959899749373434,0.955071584877678
1.593984962406015,0.9730764913192306
1.7919799498746867,0.9912073896078013
1.9899749373433584,0.9965692250169014
2.18796992481203,0.9680327018299952
2.3859649122807016,0.8939986262800057
2.5839598997493733,0.7843255168979516
2.781954887218045,0.6926210677451065
2.979949874686717,0.7065345484892743
3.1779448621553885,0.8137868098810573
3.37593984962406,0.9169437356525467
3.5739348370927315,0.9605682033254413
3.7719298245614032,0.9364660598653671
3.969924812030075,0.8697297626238548
4.167919799498747,0.8070189190484328
4.365914786967418,0.7720898204111363
4.56390977443609,0.7357927633287206
4.761904761904762,0.6789833900976572
4.959899749373434,0.6645395668760647
5.157894736842105,0.7588590195768138
5.355889724310777,0.8809419114694261
5.553884711779449,0.9334206724268347
5.75187969924812,0.8827800939566259
5.949874686716791,0.7501538541274934
6.147869674185463,0.6413252706859573
6.345864661654135,0.6914962172044231
6.5438596491228065,0.8211066009415459
6.741854636591478,0.9177812268664102
6.93984962406015,0.9621869101925687
7.137844611528822,0.9729395284343548
7.335839598997493,0.9745570287656727
7.533834586466165,0.9781283686115037
7.731829573934837,0.9714884867252496
7.9298245614035086,0.9293709362678887
8.12781954887218,0.8367140264372043
8.325814536340852,0.722633298716828
8.523809523809524,0.6953656421858703
8.721804511278195,0.805361672650055
8.919799498746867,0.9344763843941055
9.117794486215539,0.9942658354742233
9.31578947368421,0.9638066973536863
9.513784461152882,0.8655029056814333
9.711779448621554,0.7717697162518274
9.909774436090226,0.7659073693343244
10.107769423558898,0.8218742964290304
10.30576441102757,0.8672680419505928
10.50375939849624,0.8918126594806733
10.701754385964911,0.9245712269961426
10.899749373433583,0.9710223207685577
11.097744360902254,0.9960339610764383
11.295739348370926,0.9636500140706955
11.493734335839598,0.8653729334094162
11.69172932330827,0.7368844467200565
11.889724310776941,0.6774275181899277
12.087719298245613,0.7508003196133323
12.285714285714285,0.8711168479149086
12.483709273182956,0.9581029753560925
12.681704260651628,0.9923659738644001
12.8796992481203,0.9872212097563683
13.077694235588972,0.9666215519589042
13.275689223057643,0.9373837249206952
13.473684210526315,0.8749458873337778
13.671679197994987,0.7473444100749711
13.869674185463658,0.5694708752377252
14.06766917293233,0.5205208976099864
14.265664160401002,0.6990803235327122
14.463659147869674,0.8735830721586136
14.661654135338345,0.9486511881651571
14.859649122807017,0.9179100822703652
15.057644110275689,0.8120466978809403
15.25563909774436,0.714506878872674
15.453634085213032,0.727285410537933
15.651629072681704,0.8173538025421652
15.849624060150376,0.892980863005561
16.047619047619047,0.9268196371760562
16.24561403508772,0.9361085791080304
16.44360902255639,0.9468028105855811
16.641604010025063,0.9635201152615382
16.839598997493734,0.9638019272563061
17.037593984962406,0.9192288992665856
17.235588972431078,0.8185711199408834
17.43358395989975,0.6996240628229891
17.63157894736842,0.6818206401621606
17.829573934837093,0.8018880178988137
18.027568922305765,0.9307351279612686
18.225563909774436,0.9906551998873228
18.423558897243108,0.9753750457204985
18.62155388471178,0.918460073783005
18.81954887218045,0.8683714035571617
19.017543859649123,0.8399282563281039
