g0,eta,w,kappa,gamma,gamma_phi,coupling,phi
1,1,-0.01,0.1,0,0.01,linear,0.5
1,1,-0.009797979797979799,0.1,0,0.01,linear,0.5
1,1,-0.009595959595959595,0.1,0,0.01,linear,0.5
1,1,-0.009393939393939394,0.1,0,0.01,linear,0.5
1,1,-0.009191919191919192,0.1,0,0.01,linear,0.5
1,1,-0.00898989898989899,0.1,0,0.01,linear,0.5
1,1,-0.008787878787878789,0.1,0,0.01,linear,0.5
1,1,-0.008585858585858586,0.1,0,0.01,linear,0.5
1,1,-0.008383838383838384,0.1,0,0.01,linear,0.5
1,1,-0.008181818181818182,0.1,0,0.01,linear,0.5
1,1,-0.00797979797979798,0.1,0,0.01,linear,0.5
1,1,-0.0077777777777777776,0.1,0,0.01,linear,0.5
1,1,-0.007575757575757576,0.1,0,0.01,linear,0.5
1,1,-0.007373737373737374,0.1,0,0.01,linear,0.5
1,1,-0.007171717171717172,0.1,0,0.01,linear,0.5
1,1,-0.0069696969696969695,0.1,0,0.01,linear,0.5
1,1,-0.006767676767676768,0.1,0,0.01,linear,0.5
1,1,-0.006565656565656566,0.1,0,0.01,linear,0.5
1,1,-0.006363636363636364,0.1,0,0.01,linear,0.5
1,1,-0.006161616161616161,0.1,0,0.01,linear,0.5
1,1,-0.00595959595959596,0.1,0,0.01,linear,0.5
1,1,-0.005757575757575758,0.1,0,0.01,linear,0.5
1,1,-0.005555555555555556,0.1,0,0.01,linear,0.5
1,1,-0.005353535353535353,0.1,0,0.01,linear,0.5
1,1,-0.005151515151515152,0.1,0,0.01,linear,0.5
1,1,-0.00494949494949495,0.1,0,0.01,linear,0.5
1,1,-0.004747474747474748,0.1,0,0.01,linear,0.5
1,1,-0.004545454545454545,0.1,0,0.01,linear,0.5
1,1,-0.004343434343434344,0.1,0,0.01,linear,0.5
1,1,-0.004141414141414142,0.1,0,0.01,linear,0.5
1,1,-0.00393939393939394,0.1,0,0.01,linear,0.5
1,1,-0.003737373737373737,0.1,0,0.01,linear,0.5
1,1,-0.0035353535353535356,0.1,0,0.01,linear,0.5
1,1,-0.003333333333333334,0.1,0,0.01,linear,0.5
1,1,-0.0031313131313131315,0.1,0,0.01,linear,0.5
1,1,-0.002929292929292929,0.1,0,0.01,linear,0.5
1,1,-0.0027272727272727275,0.1,0,0.01,linear,0.5
1,1,-0.002525252525252526,0.1,0,0.01,linear,0.5
1,1,-0.0023232323232323234,0.1,0,0.01,linear,0.5
1,1,-0.002121212121212121,0.1,0,0.01,linear,0.5
1,1,-0.0019191919191919194,0.1,0,0.01,linear,0.5
1,1,-0.0017171717171717178,0.1,0,0.01,linear,0.5
1,1,-0.0015151515151515162,0.1,0,0.01,linear,0.5
1,1,-0.001313131313131313,0.1,0,0.01,linear,0.5
1,1,-0.0011111111111111113,0.1,0,0.01,linear,0.5
1,1,-0.0009090909090909097,0.1,0,0.01,linear,0.5
1,1,-0.0007070707070707064,0.1,0,0.01,linear,0.5
1,1,-0.0005050505050505048,0.1,0,0.01,linear,0.5
1,1,-0.00030303030303030325,0.1,0,0.01,linear,0.5
1,1,-0.00010101010101010166,0.1,0,0.01,linear,0.5
1,1,0.00010101010101009993,0.1,0,0.01,linear,0.5
1,1,0.00030303030303030325,0.1,0,0.01,linear,0.5
1,1,0.0005050505050505048,0.1,0,0.01,linear,0.5
1,1,0.0007070707070707064,0.1,0,0.01,linear,0.5
1,1,0.0009090909090909097,0.1,0,0.01,linear,0.5
1,1,0.0011111111111111113,0.1,0,0.01,linear,0.5
1,1,0.001313131313131313,0.1,0,0.01,linear,0.5
1,1,0.0015151515151515145,0.1,0,0.01,linear,0.5
1,1,0.001717171717171716,0.1,0,0.01,linear,0.5
1,1,0.0019191919191919194,0.1,0,0.01,linear,0.5
1,1,0.002121212121212121,0.1,0,0.01,linear,0.5
1,1,0.0023232323232323226,0.1,0,0.01,linear,0.5
1,1,0.002525252525252526,0.1,0,0.01,linear,0.5
1,1,0.0027272727272727275,0.1,0,0.01,linear,0.5
1,1,0.002929292929292929,0.1,0,0.01,linear,0.5
1,1,0.0031313131313131307,0.1,0,0.01,linear,0.5
1,1,0.0033333333333333322,0.1,0,0.01,linear,0.5
1,1,0.0035353535353535356,0.1,0,0.01,linear,0.5
1,1,0.003737373737373737,0.1,0,0.01,linear,0.5
1,1,0.003939393939393939,0.1,0,0.01,linear,0.5
1,1,0.004141414141414142,0.1,0,0.01,linear,0.5
1,1,0.004343434343434344,0.1,0,0.01,linear,0.5
1,1,0.004545454545454545,0.1,0,0.01,linear,0.5
1,1,0.004747474747474747,0.1,0,0.01,linear,0.5
1,1,0.004949494949494948,0.1,0,0.01,linear,0.5
1,1,0.005151515151515152,0.1,0,0.01,linear,0.5
1,1,0.005353535353535353,0.1,0,0.01,linear,0.5
1,1,0.005555555555555555,0.1,0,0.01,linear,0.5
1,1,0.005757575757575758,0.1,0,0.01,linear,0.5
1,1,0.005959595959595958,0.1,0,0.01,linear,0.5
1,1,0.006161616161616161,0.1,0,0.01,linear,0.5
1,1,0.006363636363636365,0.1,0,0.01,linear,0.5
1,1,0.006565656565656565,0.1,0,0.01,linear,0.5
1,1,0.006767676767676768,0.1,0,0.01,linear,0.5
1,1,0.006969696969696968,0.1,0,0.01,linear,0.5
1,1,0.007171717171717171,0.1,0,0.01,linear,0.5
1,1,0.007373737373737374,0.1,0,0.01,linear,0.5
1,1,0.007575757575757574,0.1,0,0.01,linear,0.5
1,1,0.0077777777777777776,0.1,0,0.01,linear,0.5
1,1,0.007979797979797981,0.1,0,0.01,linear,0.5
1,1,0.00818181818181818,0.1,0,0.01,linear,0.5
1,1,0.008383838383838384,0.1,0,0.01,linear,0.5
1,1,0.008585858585858587,0.1,0,0.01,linear,0.5
1,1,0.008787878787878787,0.1,0,0.01,linear,0.5
1,1,0.00898989898989899,0.1,0,0.01,linear,0.5
1,1,0.00919191919191919,0.1,0,0.01,linear,0.5
1,1,0.009393939393939394,0.1,0,0.01,linear,0.5
1,1,0.009595959595959597,0.1,0,0.01,linear,0.5
1,1,0.009797979797979797,0.1,0,0.01,linear,0.5
1,1,0.01,0.1,0,0.01,linear,0.5
