g0,eta,sigma,kappa,gamma,gamma_phi,coupling,epsilon,T
1,1,-1,0.1,0,0.01,gauss,0.40909090909090906,75
1,1,-1,0.1,0,0.01,gauss,0.4181818181818182,75
1,1,-1,0.1,0,0.01,gauss,0.42727272727272725,75
1,1,-1,0.1,0,0.01,gauss,0.4363636363636364,75
1,1,-1,0.1,0,0.01,gauss,0.44545454545454544,75
1,1,-1,0.1,0,0.01,gauss,0.4545454545454546,75
1,1,-1,0.1,0,0.01,gauss,0.4636363636363636,75
1,1,-1,0.1,0,0.01,gauss,0.47272727272727266,75
1,1,-1,0.1,0,0.01,gauss,0.4818181818181818,75
1,1,-1,0.1,0,0.01,gauss,0.49090909090909085,75
1,1,-1,0.1,0,0.01,gauss,0.5,75
1,1,-1,0.1,0,0.01,gauss,0.509090909090909,75
1,1,-1,0.1,0,0.01,gauss,0.5181818181818182,75
1,1,-1,0.1,0,0.01,gauss,0.5272727272727272,75
1,1,-1,0.1,0,0.01,gauss,0.5363636363636364,75
1,1,-1,0.1,0,0.01,gauss,0.5454545454545454,75
1,1,-1,0.1,0,0.01,gauss,0.5545454545454546,75
1,1,-1,0.1,0,0.01,gauss,0.5636363636363636,75
1,1,-1,0.1,0,0.01,gauss,0.5727272727272728,75
1,1,-1,0.1,0,0.01,gauss,0.5818181818181818,75
1,1,-1,0.1,0,0.01,gauss,0.5909090909090909,75
1,1,-1,0.1,0,0.01,gauss,0.6,75
1,1,-1,0.1,0,0.01,gauss,0.609090909090909,75
1,1,-1,0.1,0,0.01,gauss,0.6181818181818182,75
1,1,-1,0.1,0,0.01,gauss,0.6272727272727272,75
1,1,-1,0.1,0,0.01,gauss,0.6363636363636364,75
1,1,-1,0.1,0,0.01,gauss,0.6454545454545454,75
1,1,-1,0.1,0,0.01,gauss,0.6545454545454545,75
1,1,-1,0.1,0,0.01,gauss,0.6636363636363636,75
1,1,-1,0.1,0,0.01,gauss,0.6727272727272727,75
1,1,-1,0.1,0,0.01,gauss,0.6818181818181818,75
1,1,-1,0.1,0,0.01,gauss,0.6909090909090908,75
1,1,-1,0.1,0,0.01,gauss,0.7,75
1,1,-1,0.1,0,0.01,gauss,0.709090909090909,75
1,1,-1,0.1,0,0.01,gauss,0.7181818181818181,75
1,1,-1,0.1,0,0.01,gauss,0.7272727272727272,75
1,1,-1,0.1,0,0.01,gauss,0.7363636363636363,75
1,1,-1,0.1,0,0.01,gauss,0.7454545454545454,75
1,1,-1,0.1,0,0.01,gauss,0.7545454545454545,75
1,1,-1,0.1,0,0.01,gauss,0.7636363636363636,75
1,1,-1,0.1,0,0.01,gauss,0.7727272727272727,75
1,1,-1,0.1,0,0.01,gauss,0.7818181818181817,75
1,1,-1,0.1,0,0.01,gauss,0.7909090909090909,75
1,1,-1,0.1,0,0.01,gauss,0.7999999999999999,75
1,1,-1,0.1,0,0.01,gauss,0.8090909090909091,75
1,1,-1,0.1,0,0.01,gauss,0.8181818181818181,75
1,1,-1,0.1,0,0.01,gauss,0.8272727272727273,75
1,1,-1,0.1,0,0.01,gauss,0.8363636363636363,75
1,1,-1,0.1,0,0.01,gauss,0.8454545454545453,75
1,1,-1,0.1,0,0.01,gauss,0.8545454545454545,75
1,1,-1,0.1,0,0.01,gauss,0.8636363636363635,75
1,1,-1,0.1,0,0.01,gauss,0.8727272727272727,75
1,1,-1,0.1,0,0.01,gauss,0.8818181818181817,75
1,1,-1,0.1,0,0.01,gauss,0.8909090909090909,75
1,1,-1,0.1,0,0.01,gauss,0.8999999999999999,75
1,1,-1,0.1,0,0.01,gauss,0.9090909090909091,75
1,1,-1,0.1,0,0.01,gauss,0.9181818181818181,75
1,1,-1,0.1,0,0.01,gauss,0.9272727272727272,75
1,1,-1,0.1,0,0.01,gauss,0.9363636363636363,75
1,1,-1,0.1,0,0.01,gauss,0.9454545454545454,75
1,1,-1,0.1,0,0.01,gauss,0.9545454545454545,75
1,1,-1,0.1,0,0.01,gauss,0.9636363636363636,75
1,1,-1,0.1,0,0.01,gauss,0.9727272727272727,75
1,1,-1,0.1,0,0.01,gauss,0.9818181818181817,75
1,1,-1,0.1,0,0.01,gauss,0.9909090909090909,75
1,1,-1,0.1,0,0.01,gauss,1.0,75
