regime,resource,coupling,role,source,destination,file_count,bytes
only_cavity_damping,coherence,cosine_omega,corrected_coherence,/Users/cesar/Research/time-dependent-coupling-open/results/correct_coerence/only_cavity_damping_coherence_cos_omega,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/only_cavity_damping/coherence/cosine_omega/corrected_coherence,207,1069234
only_cavity_damping,magic_W_half,gaussian_zeta,full_scan,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/only_cavity_damping_magic_gauss_zeta,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/only_cavity_damping/magic_W_half/gaussian_zeta/full_scan,310,5942743
only_cavity_damping,magic_W_half,gaussian_zeta,W_half,/Users/cesar/Research/time-dependent-coupling-open/results/mixed_state_magic_witnesses/mixed_magic1/derived/lista_simulacoes_open_system/open_system_sims1/only_cavity_damping_magic_gauss_zeta,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/only_cavity_damping/magic_W_half/gaussian_zeta/W_half,202,13488249
only_cavity_damping,magic_W_half,gaussian_T,full_scan,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/only_cavity_damping_magic_gauss_T,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/only_cavity_damping/magic_W_half/gaussian_T/full_scan,310,5935067
only_cavity_damping,magic_W_half,gaussian_T,W_half,/Users/cesar/Research/time-dependent-coupling-open/results/mixed_state_magic_witnesses/mixed_magic1/derived/lista_simulacoes_open_system/open_system_sims1/only_cavity_damping_magic_gauss_T,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/only_cavity_damping/magic_W_half/gaussian_T/W_half,202,13457865
only_cavity_damping,magic_W_half,cosine_omega,full_scan,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/only_cavity_damping_magic_cos_omega,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/only_cavity_damping/magic_W_half/cosine_omega/full_scan,610,11834897
only_cavity_damping,magic_W_half,cosine_omega,W_half,/Users/cesar/Research/time-dependent-coupling-open/results/mixed_state_magic_witnesses/mixed_magic1/derived/lista_simulacoes_open_system/open_system_sims1/only_cavity_damping_magic_cos_omega,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/only_cavity_damping/magic_W_half/cosine_omega/W_half,402,27981858
only_cavity_damping,entanglement,gaussian_zeta,full_scan,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/only_cavity_damping_entanglement_gauss_zeta,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/only_cavity_damping/entanglement/gaussian_zeta/full_scan,310,6197352
only_cavity_damping,entanglement,gaussian_T,full_scan,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/only_cavity_damping_entanglement_gauss_T,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/only_cavity_damping/entanglement/gaussian_T/full_scan,310,6177992
only_cavity_damping,entanglement,cosine_omega,full_scan,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/only_cavity_damping_entanglement_cos_omega,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/only_cavity_damping/entanglement/cosine_omega/full_scan,610,12064267
specific_both_losses,wigner,gaussian_zeta,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_wigner_gauss_zeta_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/wigner/gaussian_zeta/exact_runs,13,63556
specific_both_losses,wigner,gaussian_T,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_wigner_gauss_T_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/wigner/gaussian_T/exact_runs,13,63517
specific_both_losses,wigner,cosine_omega,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_wigner_cos_omega_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/wigner/cosine_omega/exact_runs,16,95669
specific_both_losses,coherence,gaussian_zeta,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_coherence_gauss_zeta_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/coherence/gaussian_zeta/exact_runs,13,116642
specific_both_losses,coherence,gaussian_zeta,corrected_coherence,/Users/cesar/Research/time-dependent-coupling-open/results/correct_coerence/specific_parameters_coherence_gauss_zeta_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/coherence/gaussian_zeta/corrected_coherence,8,11894
specific_both_losses,coherence,gaussian_T,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_coherence_gauss_T_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/coherence/gaussian_T/exact_runs,13,116607
specific_both_losses,coherence,gaussian_T,corrected_coherence,/Users/cesar/Research/time-dependent-coupling-open/results/correct_coerence/specific_parameters_coherence_gauss_T_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/coherence/gaussian_T/corrected_coherence,8,11867
specific_both_losses,coherence,cosine_omega,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_coherence_cos_omega_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/coherence/cosine_omega/exact_runs,16,174560
specific_both_losses,coherence,cosine_omega,corrected_coherence,/Users/cesar/Research/time-dependent-coupling-open/results/correct_coerence/specific_parameters_coherence_cos_omega_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/coherence/cosine_omega/corrected_coherence,9,17264
specific_both_losses,magic_W_half,gaussian_zeta,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_magic_gauss_zeta_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/magic_W_half/gaussian_zeta/exact_runs,13,114904
specific_both_losses,magic_W_half,gaussian_zeta,W_half,/Users/cesar/Research/time-dependent-coupling-open/results/mixed_state_magic_witnesses/mixed_magic1/derived/lista_simulacoes_open_system/open_system_sims1/specific_parameters_magic_gauss_zeta_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/magic_W_half/gaussian_zeta/W_half,4,276986
specific_both_losses,magic_W_half,gaussian_T,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_magic_gauss_T_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/magic_W_half/gaussian_T/exact_runs,13,114869
specific_both_losses,magic_W_half,gaussian_T,W_half,/Users/cesar/Research/time-dependent-coupling-open/results/mixed_state_magic_witnesses/mixed_magic1/derived/lista_simulacoes_open_system/open_system_sims1/specific_parameters_magic_gauss_T_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/magic_W_half/gaussian_T/W_half,4,276986
specific_both_losses,magic_W_half,cosine_omega,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_magic_cos_omega_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/magic_W_half/cosine_omega/exact_runs,16,174103
specific_both_losses,magic_W_half,cosine_omega,W_half,/Users/cesar/Research/time-dependent-coupling-open/results/mixed_state_magic_witnesses/mixed_magic1/derived/lista_simulacoes_open_system/open_system_sims1/specific_parameters_magic_cos_omega_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/magic_W_half/cosine_omega/W_half,6,418096
specific_both_losses,entanglement,gaussian_zeta,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_entanglement_gauss_zeta_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/entanglement/gaussian_zeta/exact_runs,13,118270
specific_both_losses,entanglement,gaussian_T,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_entanglement_gauss_T_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/entanglement/gaussian_T/exact_runs,13,118235
specific_both_losses,entanglement,cosine_omega,exact_runs,/Users/cesar/Research/time-dependent-coupling-open/results/lista_simulacoes_open_system/open_system_sims1/specific_parameters_entanglement_cos_omega_specific,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/specific_both_losses/entanglement/cosine_omega/exact_runs,16,177136
provenance,article,all,paper_source,/Users/cesar/Downloads/paper_draft-2.tex,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/paper_draft-2.tex,1,48482
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/wigner.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/wigner.py,1,10025
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/run_coherence_article_corrected.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/run_coherence_article_corrected.py,1,8584
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/quantum_magic_gauss_varep.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/quantum_magic_gauss_varep.py,1,10386
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/quantum_magic_gauss_varT.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/quantum_magic_gauss_varT.py,1,10298
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/quantum_magic_cos_var_w.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/quantum_magic_cos_var_w.py,1,10287
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/entanglment.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/entanglment.py,1,6931
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/expected_values_all_article_cases_with_xy.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/expected_values_all_article_cases_with_xy.py,1,20969
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/run_lista_simulacoes_open_system.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/run_lista_simulacoes_open_system.py,1,23826
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/recompute_correct_coherence.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/recompute_correct_coherence.py,1,6658
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/recompute_mixed_state_magic_witnesses.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/recompute_mixed_state_magic_witnesses.py,1,22107
provenance,all,all,source_script,/Users/cesar/Research/time-dependent-coupling-open/plot_mixed_state_magic_article.py,/Users/cesar/Research/time-dependent-coupling-open/results/paper_dataset_consolidated1/provenance/scripts/plot_mixed_state_magic_article.py,1,17895
