t,sz_const,nb_const,sz_const_aberto,nb_const_aberto
38.42713567839196,-0.020777513828226526,5.010323115498787,-0.6436935489578257,0.2037996618946667
38.67336683417086,0.06708692749486053,4.966390454855969,-0.6471106690468041,0.20053056378645553
38.91959798994975,0.08737282119499577,4.956247068010239,-0.6507048626108038,0.19742856363526717
39.165829145728644,0.018502545455766073,4.990681765874937,-0.654568343640167,0.19453506560962106
39.41206030150754,-0.03367220845734573,5.016768702822822,-0.6587132566676486,0.19185091285705788
39.65829145728643,-0.01715137910500267,5.008507848140096,-0.6630744679756939,0.1893387740727364
39.90452261306533,-0.0036808270666607618,5.001772132122795,-0.667531012899208,0.18693468042448755
40.150753768844226,-0.034584297123906343,5.017223427168193,-0.6719387672413818,0.184564816463287
40.39698492462312,-0.04501738929508389,5.022439533292163,-0.6761652176060334,0.18216293009484413
40.64321608040201,0.0008441126605993612,4.999508342381357,-0.6801181792956974,0.17968432274226684
40.88944723618091,0.037256606849694084,4.981301655390031,-0.6837630386119665,0.17711382767553668
41.1356783919598,0.019387321830567093,4.9902358580469794,-0.6871263962142633,0.17446687731136173
41.381909547738694,-0.007558233410831075,5.003708195867417,-0.6902869156494092,0.17178422730726686
41.62814070351759,-0.010788724138276565,5.005323001491635,-0.6933562840141889,0.1691219291446438
41.87437185929648,-0.019570330359836085,5.009713364932475,-0.6964544572994962,0.16653872848106244
42.12060301507538,-0.035910308234985436,5.017882820438792,-0.6996839712903804,0.16408331346725166
42.366834170854275,-0.016592328984050848,5.008223404220306,-0.7031081665577137,0.16178381113383508
42.61306532663317,0.029774952770995712,4.9850393247293585,-0.706737645635867,0.1596416089608678
42.85929648241206,0.04237819098599321,4.97873726692637,-0.7105279992830638,0.157630894621715
43.10552763819096,0.014782265585541968,4.992534791483482,-0.7143897580541794,0.1557042446270319
43.35175879396985,-0.004451869066788863,5.002151420840897,-0.718208882782763,0.15380327903319027
43.597989949748744,-0.007711539536333656,5.003780818353067,-0.7218734715275481,0.15187212173630651
43.84422110552764,-0.024076840710214174,5.01196303148174,-0.725300492148083,0.14987053923341076
44.09045226130654,-0.04280354710698285,5.021325947501723,-0.728455931250776,0.14778350185505046
44.33668341708543,-0.0312311389917257,5.015539306563792,-0.7313630991165045,0.14562465865191257
44.582914572864325,0.00036453192453274504,4.999741034541956,-0.7340967245183357,0.14343270888908946
44.82914572864322,0.01844232747723956,4.990701700537482,-0.7367641712379687,0.14126150452251385
45.07537688442211,0.014472197865054218,4.9926863293882695,-0.7394785616732952,0.13916640264000682
45.321608040201006,-0.002584915645653275,5.00121445017616,-0.7423307820736197,0.13719040507875263
45.5678391959799,-0.016873149641852367,5.008358131166728,-0.7453676106899039,0.1353536660381565
45.814070351758794,-0.0018353895330277925,5.000838815062659,-0.7485814753098378,0.13364900272982727
46.06030150753769,0.041204254098014564,4.979318557153266,-0.751914133984012,0.13204439223131334
46.30653266331659,0.05640323813048233,4.971718628996958,-0.7552728355298028,0.13049156802721312
46.55276381909548,0.002750269290945362,4.9985446772286855,-0.7585543287598427,0.12893827798830834
46.798994974874375,-0.07488040673210652,5.037359579002531,-0.7616703109145424,0.12734094819769043
47.04522613065327,-0.09554880074233589,5.0476933397186485,-0.7645679327243673,0.1256745913777162
47.29145728643216,-0.04024896287649163,5.020042984443657,-0.7672406585314954,0.12393770723688172
47.537688442211056,0.0341987257450071,4.982818703736161,-0.7697275134266113,0.12215132758362934
47.78391959798995,0.06242500526387374,4.968705127523971,-0.7721017118969323,0.1203528426483547
48.030150753768844,0.0351753035860859,4.982329541852958,-0.7744520773500113,0.11858642138439475
48.27638190954774,-0.0008851423815868396,5.000359328268523,-0.7768620114144911,0.11689245972725144
48.52261306532664,-0.00953773110925632,5.004685232538802,-0.7793908917871911,0.11529848957526774
48.76884422110553,-0.011180159692714258,5.005505985908495,-0.782061824714068,0.1138134506319213
49.015075376884425,-0.03394136620375098,5.016886153427444,-0.7848580143422715,0.11242635871412981
49.26130653266332,-0.04878258859078313,5.024306326237531,-0.7877280634806582,0.1111094169565426
49.50753768844221,-0.00902438622732563,5.004426786379452,-0.7905986773561992,0.1098247052662986
49.753768844221106,0.060335367784358315,4.969746470714444,-0.7933918048652001,0.10853289517661674
50.0,0.07435582995319576,4.962735800857479,-0.7960424292626871,0.10720206946209301
